"name","parent","type","size"
"D:\Documents\GB\python_spec\.git\objects\50","D:\Documents\GB\python_spec\.git\objects","dir",556
"D:\Documents\GB\python_spec\.git\objects\50\ad4d36569169c2587593dff0eb2324894ead66","D:\Documents\GB\python_spec\.git\objects\50","file",133
"D:\Documents\GB\python_spec\.git\objects\50\e288cd2f70b5fea91015866cd383324d00f18b","D:\Documents\GB\python_spec\.git\objects\50","file",423
"D:\Documents\GB\python_spec\.git\objects\51","D:\Documents\GB\python_spec\.git\objects","dir",79
"D:\Documents\GB\python_spec\.git\objects\51\220c9b3ae105a16004c03283dee3e246b8325f","D:\Documents\GB\python_spec\.git\objects\51","file",79
"D:\Documents\GB\python_spec\.git\objects\52","D:\Documents\GB\python_spec\.git\objects","dir",1569
"D:\Documents\GB\python_spec\.git\objects\52\dac1b16a1a768136454c184c67fa395459e5d9","D:\Documents\GB\python_spec\.git\objects\52","file",1569
"D:\Documents\GB\python_spec\.git\objects\55","D:\Documents\GB\python_spec\.git\objects","dir",542
"D:\Documents\GB\python_spec\.git\objects\55\27f86b427842974f1befb9d704972cd2ac0afa","D:\Documents\GB\python_spec\.git\objects\55","file",372
"D:\Documents\GB\python_spec\.git\objects\55\6b93f7a1481151e38775f41bebb383b8a59a44","D:\Documents\GB\python_spec\.git\objects\55","file",170
"D:\Documents\GB\python_spec\.git\objects\56","D:\Documents\GB\python_spec\.git\objects","dir",270
"D:\Documents\GB\python_spec\.git\objects\56\68aed590f6251724820f5eba1576eb7ec49afb","D:\Documents\GB\python_spec\.git\objects\56","file",270
"D:\Documents\GB\python_spec\.git\objects\57","D:\Documents\GB\python_spec\.git\objects","dir",296
"D:\Documents\GB\python_spec\.git\objects\57\2d89040cda9292afa233764a2e47babf21dc11","D:\Documents\GB\python_spec\.git\objects\57","file",122
"D:\Documents\GB\python_spec\.git\objects\57\77f2fce585711e48326c39a143f1f2f1154b6d","D:\Documents\GB\python_spec\.git\objects\57","file",174
"D:\Documents\GB\python_spec\.git\objects\5b","D:\Documents\GB\python_spec\.git\objects","dir",533
"D:\Documents\GB\python_spec\.git\objects\5b\bb99780c6daf11e123c107bb0279245ef1a7ff","D:\Documents\GB\python_spec\.git\objects\5b","file",533
"D:\Documents\GB\python_spec\.git\objects\5c","D:\Documents\GB\python_spec\.git\objects","dir",1229
"D:\Documents\GB\python_spec\.git\objects\5c\3b95239259b6b55e541c0563f2fa523998342a","D:\Documents\GB\python_spec\.git\objects\5c","file",604
"D:\Documents\GB\python_spec\.git\objects\5c\fbe7e63127118961bfd963c2c1e59ebc23055e","D:\Documents\GB\python_spec\.git\objects\5c","file",625
"D:\Documents\GB\python_spec\.git\objects\5e","D:\Documents\GB\python_spec\.git\objects","dir",802
"D:\Documents\GB\python_spec\.git\objects\5e\6c284ed862d1b3063f5dec544594387b1db297","D:\Documents\GB\python_spec\.git\objects\5e","file",382
"D:\Documents\GB\python_spec\.git\objects\5e\ab2c361830cf1023d0edf5db230d01931195c1","D:\Documents\GB\python_spec\.git\objects\5e","file",167
"D:\Documents\GB\python_spec\.git\objects\5e\b228335ddd59b6eb3d3673bbff338b0e0a6205","D:\Documents\GB\python_spec\.git\objects\5e","file",253
"D:\Documents\GB\python_spec\.git\objects\61","D:\Documents\GB\python_spec\.git\objects","dir",493
"D:\Documents\GB\python_spec\.git\objects\61\025f1fd353d8f27288aa151167fb20f0a41953","D:\Documents\GB\python_spec\.git\objects\61","file",372
"D:\Documents\GB\python_spec\.git\objects\61\3bb4afed0ae2e49292b92b6e8c46a72117acbd","D:\Documents\GB\python_spec\.git\objects\61","file",121
"D:\Documents\GB\python_spec\.git\objects\62","D:\Documents\GB\python_spec\.git\objects","dir",899
"D:\Documents\GB\python_spec\.git\objects\62\392985a949ee2dec069b992235e01da19d3323","D:\Documents\GB\python_spec\.git\objects\62","file",715
"D:\Documents\GB\python_spec\.git\objects\62\bb3ee1bdace7f798f7881e08c3b62426dfc3f4","D:\Documents\GB\python_spec\.git\objects\62","file",184
"D:\Documents\GB\python_spec\.git\objects\63","D:\Documents\GB\python_spec\.git\objects","dir",725
"D:\Documents\GB\python_spec\.git\objects\63\9818d6fd949cf58f195c5bffeb4c079cd791ab","D:\Documents\GB\python_spec\.git\objects\63","file",386
"D:\Documents\GB\python_spec\.git\objects\63\a048cd27c2c3d6bea2ff722e044a497ea1f59b","D:\Documents\GB\python_spec\.git\objects\63","file",171
"D:\Documents\GB\python_spec\.git\objects\63\f6053114e191072e6c9d8aeb6fd72b2018d890","D:\Documents\GB\python_spec\.git\objects\63","file",168
"D:\Documents\GB\python_spec\.git\objects\64","D:\Documents\GB\python_spec\.git\objects","dir",240
"D:\Documents\GB\python_spec\.git\objects\64\b5a89bc02536b7a23cb5a282a125650cce0e8c","D:\Documents\GB\python_spec\.git\objects\64","file",240
"D:\Documents\GB\python_spec\.git\objects\65","D:\Documents\GB\python_spec\.git\objects","dir",404
"D:\Documents\GB\python_spec\.git\objects\65\7e9f0db5e5a934cdd02ba38d72410f41d8c068","D:\Documents\GB\python_spec\.git\objects\65","file",121
"D:\Documents\GB\python_spec\.git\objects\65\982253a77cb5dacc2aa0c7d9197c88fda283e2","D:\Documents\GB\python_spec\.git\objects\65","file",283
"D:\Documents\GB\python_spec\.git\objects\66","D:\Documents\GB\python_spec\.git\objects","dir",160
"D:\Documents\GB\python_spec\.git\objects\66\6b7fb9d9b180d542b4c65b7b8bb8f91012a983","D:\Documents\GB\python_spec\.git\objects\66","file",160
"D:\Documents\GB\python_spec\.git\objects\67","D:\Documents\GB\python_spec\.git\objects","dir",1728
"D:\Documents\GB\python_spec\.git\objects\67\8b55557b43fe6412e4318708ba2035ab0c775b","D:\Documents\GB\python_spec\.git\objects\67","file",1104
"D:\Documents\GB\python_spec\.git\objects\67\b9bfffd8fe11a4b72abfccd3abe8d58319d42b","D:\Documents\GB\python_spec\.git\objects\67","file",624
"D:\Documents\GB\python_spec\.git\objects\68","D:\Documents\GB\python_spec\.git\objects","dir",187
"D:\Documents\GB\python_spec\.git\objects\68\ef41ad872ccbe33d6c33d90ad88e50e0a86e6e","D:\Documents\GB\python_spec\.git\objects\68","file",187
"D:\Documents\GB\python_spec\.git\objects\69","D:\Documents\GB\python_spec\.git\objects","dir",532
"D:\Documents\GB\python_spec\.git\objects\69\cc0d78fbd317110c7a45234a8f79758931314d","D:\Documents\GB\python_spec\.git\objects\69","file",532
"D:\Documents\GB\python_spec\.git\objects\6a","D:\Documents\GB\python_spec\.git\objects","dir",372
"D:\Documents\GB\python_spec\.git\objects\6a\b852d6e8b175ebf1b0ef9751d823c37992b863","D:\Documents\GB\python_spec\.git\objects\6a","file",372
"D:\Documents\GB\python_spec\.git\objects\6c","D:\Documents\GB\python_spec\.git\objects","dir",532
"D:\Documents\GB\python_spec\.git\objects\6c\1d41b4293aaa5d529d6c420c3b56c6214ae8df","D:\Documents\GB\python_spec\.git\objects\6c","file",107
"D:\Documents\GB\python_spec\.git\objects\6c\f46671200b28bcc44cceb30d4c0bfd2090a9e2","D:\Documents\GB\python_spec\.git\objects\6c","file",425
"D:\Documents\GB\python_spec\.git\objects\6d","D:\Documents\GB\python_spec\.git\objects","dir",794
"D:\Documents\GB\python_spec\.git\objects\6d\222cf403d53abd9edefab8a0cd6f8ad96003ca","D:\Documents\GB\python_spec\.git\objects\6d","file",619
"D:\Documents\GB\python_spec\.git\objects\6d\f5f80b63d6f5f797a98421482e52df6d32edf3","D:\Documents\GB\python_spec\.git\objects\6d","file",175
"D:\Documents\GB\python_spec\.git\objects\6e","D:\Documents\GB\python_spec\.git\objects","dir",499
"D:\Documents\GB\python_spec\.git\objects\6e\ff6b14f1ec0164a94c3c7d10a26bb186904b93","D:\Documents\GB\python_spec\.git\objects\6e","file",499
"D:\Documents\GB\python_spec\.git\objects\6f","D:\Documents\GB\python_spec\.git\objects","dir",150
"D:\Documents\GB\python_spec\.git\objects\6f\fd8946e6bc202e47dc9ea8bb238856c9694a91","D:\Documents\GB\python_spec\.git\objects\6f","file",150
"D:\Documents\GB\python_spec\.git\objects\70","D:\Documents\GB\python_spec\.git\objects","dir",269
"D:\Documents\GB\python_spec\.git\objects\70\cf4f9889b7792a43a99a91c9859d009fa9f1b8","D:\Documents\GB\python_spec\.git\objects\70","file",269
"D:\Documents\GB\python_spec\.git\objects\71","D:\Documents\GB\python_spec\.git\objects","dir",309
"D:\Documents\GB\python_spec\.git\objects\71\49e22e1934040327a0280e6611462afc2dae6d","D:\Documents\GB\python_spec\.git\objects\71","file",135
"D:\Documents\GB\python_spec\.git\objects\71\630f3eb5d8f61e1a5198b887054785a4b38cfa","D:\Documents\GB\python_spec\.git\objects\71","file",174
"D:\Documents\GB\python_spec\.git\objects\72","D:\Documents\GB\python_spec\.git\objects","dir",90
"D:\Documents\GB\python_spec\.git\objects\72\428fc4ee60e6723ca8c89f41b8214865067587","D:\Documents\GB\python_spec\.git\objects\72","file",90
"D:\Documents\GB\python_spec\.git\objects\73","D:\Documents\GB\python_spec\.git\objects","dir",1007
"D:\Documents\GB\python_spec\.git\objects\73\5f6da7e8d72c345a826c4512e30a00d272626a","D:\Documents\GB\python_spec\.git\objects\73","file",114
"D:\Documents\GB\python_spec\.git\objects\73\823651b1014d5735f7ed88c7ed56b543553f00","D:\Documents\GB\python_spec\.git\objects\73","file",622
"D:\Documents\GB\python_spec\.git\objects\73\c683e8e79be8da98961e7dbb9fe7da4c9faf19","D:\Documents\GB\python_spec\.git\objects\73","file",271
"D:\Documents\GB\python_spec\.git\objects\75","D:\Documents\GB\python_spec\.git\objects","dir",308
"D:\Documents\GB\python_spec\.git\objects\75\39cb4bae3d645b2bb0e383c6dcb7b6d24a779d","D:\Documents\GB\python_spec\.git\objects\75","file",133
"D:\Documents\GB\python_spec\.git\objects\75\a57875cdb5d6a325d8d1b2251c22d3eab6dfc6","D:\Documents\GB\python_spec\.git\objects\75","file",175
"D:\Documents\GB\python_spec\.git\objects\76","D:\Documents\GB\python_spec\.git\objects","dir",112
"D:\Documents\GB\python_spec\.git\objects\76\51e11dc7d5756c7f2ab71fe60d54c8dc187fc6","D:\Documents\GB\python_spec\.git\objects\76","file",112
"D:\Documents\GB\python_spec\.git\objects\77","D:\Documents\GB\python_spec\.git\objects","dir",899
"D:\Documents\GB\python_spec\.git\objects\77\154bfca9aa45355c8a8b7fd889d0942497417d","D:\Documents\GB\python_spec\.git\objects\77","file",79
"D:\Documents\GB\python_spec\.git\objects\77\1cfb9e253b5f966261c48622cebf49d2642577","D:\Documents\GB\python_spec\.git\objects\77","file",280
"D:\Documents\GB\python_spec\.git\objects\77\553efa6b2986e8ec51bf39ac6a46cd32e8680b","D:\Documents\GB\python_spec\.git\objects\77","file",176
"D:\Documents\GB\python_spec\.git\objects\77\67752a6b598ef9ad159b37c9445ac81a31bf56","D:\Documents\GB\python_spec\.git\objects\77","file",364
"D:\Documents\GB\python_spec\.git\objects\7a","D:\Documents\GB\python_spec\.git\objects","dir",237
"D:\Documents\GB\python_spec\.git\objects\7a\d3ae1a941e2fa13079cfdace5ed343560b905d","D:\Documents\GB\python_spec\.git\objects\7a","file",237
"D:\Documents\GB\python_spec\.git\objects\7b","D:\Documents\GB\python_spec\.git\objects","dir",1317
"D:\Documents\GB\python_spec\.git\objects\7b\080d0539822465300f3cc2b59ca4dd52ef43c6","D:\Documents\GB\python_spec\.git\objects\7b","file",169
"D:\Documents\GB\python_spec\.git\objects\7b\5fbdcb6115d98a0a797614df6ae7e1e8ffcb18","D:\Documents\GB\python_spec\.git\objects\7b","file",518
"D:\Documents\GB\python_spec\.git\objects\7b\b4118f384ffdc78c369162d4a5f233ec216f5d","D:\Documents\GB\python_spec\.git\objects\7b","file",630
"D:\Documents\GB\python_spec\.git\objects\7c","D:\Documents\GB\python_spec\.git\objects","dir",468
"D:\Documents\GB\python_spec\.git\objects\7c\7d925d65a220e96446851b29bfcbf60077afa6","D:\Documents\GB\python_spec\.git\objects\7c","file",468
"D:\Documents\GB\python_spec\.git\objects\7d","D:\Documents\GB\python_spec\.git\objects","dir",550
"D:\Documents\GB\python_spec\.git\objects\7d\3496f3547eb3aa87b2485b15e04f2d01f95d9c","D:\Documents\GB\python_spec\.git\objects\7d","file",154
"D:\Documents\GB\python_spec\.git\objects\7d\6b692c0cb849085642bd23cff0aed722ba4bff","D:\Documents\GB\python_spec\.git\objects\7d","file",152
"D:\Documents\GB\python_spec\.git\objects\7d\85a4e18b3b0b0d57e4d19e6c938be41edca4b2","D:\Documents\GB\python_spec\.git\objects\7d","file",244
"D:\Documents\GB\python_spec\.git\objects\7e","D:\Documents\GB\python_spec\.git\objects","dir",1111
"D:\Documents\GB\python_spec\.git\objects\7e\0b8edcaf208ea070ddc0ba0a34f946b55263bb","D:\Documents\GB\python_spec\.git\objects\7e","file",486
"D:\Documents\GB\python_spec\.git\objects\7e\c57980fe7cd4e24814b1595af89d499e393fc0","D:\Documents\GB\python_spec\.git\objects\7e","file",625
"D:\Documents\GB\python_spec\.git\objects\80","D:\Documents\GB\python_spec\.git\objects","dir",960
"D:\Documents\GB\python_spec\.git\objects\80\3e7379c0b89b03ac6bc7c7d4251c18e094889f","D:\Documents\GB\python_spec\.git\objects\80","file",86
"D:\Documents\GB\python_spec\.git\objects\80\794dadc1a5536c747e81258678fa95eafbe8c8","D:\Documents\GB\python_spec\.git\objects\80","file",649
"D:\Documents\GB\python_spec\.git\objects\80\d98d596aa58fbfb503a176e890e0b2d38f910d","D:\Documents\GB\python_spec\.git\objects\80","file",225
"D:\Documents\GB\python_spec\.git\objects\82","D:\Documents\GB\python_spec\.git\objects","dir",900
"D:\Documents\GB\python_spec\.git\objects\82\341bbb858aa64092824429b11ff6ba9e766076","D:\Documents\GB\python_spec\.git\objects\82","file",900
"D:\Documents\GB\python_spec\.git\objects\84","D:\Documents\GB\python_spec\.git\objects","dir",48
"D:\Documents\GB\python_spec\.git\objects\84\866652cdefe9683edfaaff50b9c9f6b81a767a","D:\Documents\GB\python_spec\.git\objects\84","file",48
"D:\Documents\GB\python_spec\.git\objects\85","D:\Documents\GB\python_spec\.git\objects","dir",1025
"D:\Documents\GB\python_spec\.git\objects\85\8b5853ef26bfdc5c6afd82a7b8e0d9fe8b90cf","D:\Documents\GB\python_spec\.git\objects\85","file",503
"D:\Documents\GB\python_spec\.git\objects\85\c46d4f22dceb95231a9bc7e1224c99300354d4","D:\Documents\GB\python_spec\.git\objects\85","file",522
"D:\Documents\GB\python_spec\.git\objects\86","D:\Documents\GB\python_spec\.git\objects","dir",644
"D:\Documents\GB\python_spec\.git\objects\86\49cc727f4a2f8b833ddfacfc72584d9ad3a6f9","D:\Documents\GB\python_spec\.git\objects\86","file",94
"D:\Documents\GB\python_spec\.git\objects\86\e16453b3285a3510c8f97dd006915158166684","D:\Documents\GB\python_spec\.git\objects\86","file",550
"D:\Documents\GB\python_spec\.git\objects\87","D:\Documents\GB\python_spec\.git\objects","dir",1561
"D:\Documents\GB\python_spec\.git\objects\87\08bb23e6f830c8b3a23bb91e4f3f3155378e57","D:\Documents\GB\python_spec\.git\objects\87","file",139
"D:\Documents\GB\python_spec\.git\objects\87\0d6fa71a6c6d13e992877354acd917c389636b","D:\Documents\GB\python_spec\.git\objects\87","file",293
"D:\Documents\GB\python_spec\.git\objects\87\3752ef131cbbe11ae2c12dd668a3b0f837b805","D:\Documents\GB\python_spec\.git\objects\87","file",139
"D:\Documents\GB\python_spec\.git\objects\87\54d5449312b9383197be7b76d856f2f594b152","D:\Documents\GB\python_spec\.git\objects\87","file",990
"D:\Documents\GB\python_spec\.git\objects\8a","D:\Documents\GB\python_spec\.git\objects","dir",688
"D:\Documents\GB\python_spec\.git\objects\8a\8baf3a81b66a7847d399ac0de5f3fde5360d0f","D:\Documents\GB\python_spec\.git\objects\8a","file",609
"D:\Documents\GB\python_spec\.git\objects\8a\d70af3688efea0d65b1c49ab5f78667d9c37fe","D:\Documents\GB\python_spec\.git\objects\8a","file",79
"D:\Documents\GB\python_spec\.git\objects\8b","D:\Documents\GB\python_spec\.git\objects","dir",586
"D:\Documents\GB\python_spec\.git\objects\8b\09b50be79f3303111c61a96c82f1ddd4e807f4","D:\Documents\GB\python_spec\.git\objects\8b","file",255
"D:\Documents\GB\python_spec\.git\objects\8b\3802b30295204128b8510291f1c797815a9286","D:\Documents\GB\python_spec\.git\objects\8b","file",53
"D:\Documents\GB\python_spec\.git\objects\8b\46ebe7b8df3f3b55c6a60d667837473b9fb1ed","D:\Documents\GB\python_spec\.git\objects\8b","file",278
"D:\Documents\GB\python_spec\.git\objects\8d","D:\Documents\GB\python_spec\.git\objects","dir",979
"D:\Documents\GB\python_spec\.git\objects\8d\1065a184863f40782fdd869721f333e0951444","D:\Documents\GB\python_spec\.git\objects\8d","file",79
"D:\Documents\GB\python_spec\.git\objects\8d\6d6662168743d02536c4ddcadfcbd3c9dc3692","D:\Documents\GB\python_spec\.git\objects\8d","file",900
"D:\Documents\GB\python_spec\.git\objects\8f","D:\Documents\GB\python_spec\.git\objects","dir",529
"D:\Documents\GB\python_spec\.git\objects\8f\a060ae2f86c0825bfbed10b700fa34529845af","D:\Documents\GB\python_spec\.git\objects\8f","file",529
"D:\Documents\GB\python_spec\.git\objects\90","D:\Documents\GB\python_spec\.git\objects","dir",624
"D:\Documents\GB\python_spec\.git\objects\90\2525315fe4b21ef0b5a17ec71abdc4ae98ce8e","D:\Documents\GB\python_spec\.git\objects\90","file",624
"D:\Documents\GB\python_spec\.git\objects\91","D:\Documents\GB\python_spec\.git\objects","dir",668
"D:\Documents\GB\python_spec\.git\objects\91\0e11bf548c2b477b64e103301df96c7026d5cb","D:\Documents\GB\python_spec\.git\objects\91","file",321
"D:\Documents\GB\python_spec\.git\objects\91\521cbe3598079ca14dabaea7e229fef3c5d244","D:\Documents\GB\python_spec\.git\objects\91","file",168
"D:\Documents\GB\python_spec\.git\objects\91\ce44920101a79ebac7a90f5984ee80377c690d","D:\Documents\GB\python_spec\.git\objects\91","file",179
"D:\Documents\GB\python_spec\.git\objects\92","D:\Documents\GB\python_spec\.git\objects","dir",363
"D:\Documents\GB\python_spec\.git\objects\92\85a1df2f1f376981a4ff78581ef4473264e358","D:\Documents\GB\python_spec\.git\objects\92","file",363
"D:\Documents\GB\python_spec\.git\objects\93","D:\Documents\GB\python_spec\.git\objects","dir",34
"D:\Documents\GB\python_spec\.git\objects\93\54bad3fb86835680dd1b6a0d4cd49332ad7b79","D:\Documents\GB\python_spec\.git\objects\93","file",34
"D:\Documents\GB\python_spec\.git\objects\94","D:\Documents\GB\python_spec\.git\objects","dir",733
"D:\Documents\GB\python_spec\.git\objects\94\a555f35e60ebdd397cf8745e5f9c1ee7dd6949","D:\Documents\GB\python_spec\.git\objects\94","file",733
"D:\Documents\GB\python_spec\.git\objects\95","D:\Documents\GB\python_spec\.git\objects","dir",1212
"D:\Documents\GB\python_spec\.git\objects\95\25b50d4bbf450568884ab6221ee70bed72fa67","D:\Documents\GB\python_spec\.git\objects\95","file",840
"D:\Documents\GB\python_spec\.git\objects\95\2ce6f38b294bf78a3b37218b0f7cc15e0ecde4","D:\Documents\GB\python_spec\.git\objects\95","file",372
"D:\Documents\GB\python_spec\.git\objects\97","D:\Documents\GB\python_spec\.git\objects","dir",775
"D:\Documents\GB\python_spec\.git\objects\97\4fe1646841e777b83452913b8090bb3e973fb8","D:\Documents\GB\python_spec\.git\objects\97","file",123
"D:\Documents\GB\python_spec\.git\objects\97\56b409b953244132206b8c303b95229a19fa91","D:\Documents\GB\python_spec\.git\objects\97","file",134
"D:\Documents\GB\python_spec\.git\objects\97\a87527f13e46b628fcbaedbed78772e0014762","D:\Documents\GB\python_spec\.git\objects\97","file",347
"D:\Documents\GB\python_spec\.git\objects\97\d2002fcf4ee84aacd185ef06da62350d0cf7bf","D:\Documents\GB\python_spec\.git\objects\97","file",171
"D:\Documents\GB\python_spec\.git\objects\9a","D:\Documents\GB\python_spec\.git\objects","dir",168
"D:\Documents\GB\python_spec\.git\objects\9a\18616e4c41fcd726149afb90c397e316d710b3","D:\Documents\GB\python_spec\.git\objects\9a","file",168
"D:\Documents\GB\python_spec\.git\objects\9c","D:\Documents\GB\python_spec\.git\objects","dir",527
"D:\Documents\GB\python_spec\.git\objects\9c\423c8aca663686c7929f2ef399bec27bc198ff","D:\Documents\GB\python_spec\.git\objects\9c","file",527
"D:\Documents\GB\python_spec\.git\objects\9e","D:\Documents\GB\python_spec\.git\objects","dir",819
"D:\Documents\GB\python_spec\.git\objects\9e\2f721203b5018ade8200f344fcd7f8788e0692","D:\Documents\GB\python_spec\.git\objects\9e","file",175
"D:\Documents\GB\python_spec\.git\objects\9e\d0b556fab5eb27a5842f45ad65865da5a610ea","D:\Documents\GB\python_spec\.git\objects\9e","file",449
"D:\Documents\GB\python_spec\.git\objects\9e\d62b96c4f76ee88148c5e0daf7aac4e6971287","D:\Documents\GB\python_spec\.git\objects\9e","file",195
"D:\Documents\GB\python_spec\.git\objects\a0","D:\Documents\GB\python_spec\.git\objects","dir",169
